Freq.	V(n003)
4.67735141287202e+001	9.99997269551058e-001,-9.29147989112328e-004
4.73151258961485e+001	9.99997252536636e-001,-9.39907001339737e-004
4.78630092322643e+001	9.99997235125897e-001,-9.50790596550599e-004
4.84172367584104e+001	9.99997217309611e-001,-9.61800217330087e-004
4.89778819368451e+001	9.99997199078331e-001,-9.72937322967067e-004
4.95450190804795e+001	9.99997180422391e-001,-9.84203389647554e-004
5.01187233627277e+001	9.99997161331898e-001,-9.95599910650302e-004
5.06990708274709e+001	9.99997141796732e-001,-1.00712839654473e-003
5.12861383991370e+001	9.99997121806534e-001,-1.01879037539113e-003
5.18800038928966e+001	9.99997101350705e-001,-1.03058739294311e-003
5.24807460249778e+001	9.99997080418399e-001,-1.04252101285252e-003
5.30884444230993e+001	9.99997058998519e-001,-1.05459281687665e-003
5.37031796370258e+001	9.99997037079706e-001,-1.06680440508786e-003
5.43250331492439e+001	9.99997014650340e-001,-1.07915739608559e-003
5.49540873857630e+001	9.99996991698528e-001,-1.09165342721092e-003
5.55904257270409e+001	9.99996968212100e-001,-1.10429415476351e-003
5.62341325190355e+001	9.99996944178604e-001,-1.11708125422115e-003
5.68852930843847e+001	9.99996919585297e-001,-1.13001642046175e-003
5.75439937337163e+001	9.99996894419140e-001,-1.14310136798796e-003
5.82103217770877e+001	9.99996868666789e-001,-1.15633783115440e-003
5.88843655355595e+001	9.99996842314590e-001,-1.16972756439747e-003
5.95662143529017e+001	9.99996815348571e-001,-1.18327234246787e-003
6.02559586074364e+001	9.99996787754433e-001,-1.19697396066578e-003
6.09536897240175e+001	9.99996759517548e-001,-1.21083423507876e-003
6.16595001861489e+001	9.99996730622943e-001,-1.22485500282244e-003
6.23734835482426e+001	9.99996701055297e-001,-1.23903812228395e-003
6.30957344480200e+001	9.99996670798935e-001,-1.25338547336817e-003
6.38263486190555e+001	9.99996639837813e-001,-1.26789895774690e-003
6.45654229034662e+001	9.99996608155516e-001,-1.28258049911081e-003
6.53130552647479e+001	9.99996575735245e-001,-1.29743204342439e-003
6.60693448007603e+001	9.99996542559812e-001,-1.31245555918378e-003
6.68343917568622e+001	9.99996508611626e-001,-1.32765303767765e-003
6.76082975391989e+001	9.99996473872686e-001,-1.34302649325107e-003
6.83911647281437e+001	9.99996438324575e-001,-1.35857796357242e-003
6.91830970918944e+001	9.99996401948445e-001,-1.37430950990339e-003
6.99841996002281e+001	9.99996364725010e-001,-1.39022321737215e-003
7.07945784384146e+001	9.99996326634531e-001,-1.40632119524963e-003
7.16143410212910e+001	9.99996287656815e-001,-1.42260557722898e-003
7.24435960074998e+001	9.99996247771194e-001,-1.43907852170836e-003
7.32824533138912e+001	9.99996206956520e-001,-1.45574221207690e-003
7.41310241300926e+001	9.99996165191154e-001,-1.47259885700400e-003
7.49894209332465e+001	9.99996122452952e-001,-1.48965069073202e-003
7.58577575029193e+001	9.99996078719252e-001,-1.50689997337229e-003
7.67361489361828e+001	9.99996033966868e-001,-1.52434899120461e-003
7.76247116628701e+001	9.99995988172071e-001,-1.54200005698013e-003
7.85235634610081e+001	9.99995941310579e-001,-1.55985551022785e-003
7.94328234724291e+001	9.99995893357549e-001,-1.57791771756455e-003
8.03526122185627e+001	9.99995844287553e-001,-1.59618907300838e-003
8.12830516164109e+001	9.99995794074576e-001,-1.61467199829608e-003
8.22242649947081e+001	9.99995742691992e-001,-1.63336894320379e-003
8.31763771102681e+001	9.99995690112560e-001,-1.65228238587167e-003
8.41395141645205e+001	9.99995636308401e-001,-1.67141483313220e-003
8.51138038202387e+001	9.99995581250989e-001,-1.69076882084237e-003
8.60993752184611e+001	9.99995524911131e-001,-1.71034691421959e-003
8.70963589956091e+001	9.99995467258955e-001,-1.73015170818154e-003
8.81048873008025e+001	9.99995408263895e-001,-1.75018582769005e-003
8.91250938133757e+001	9.99995347894669e-001,-1.77045192809876e-003
9.01571137605968e+001	9.99995286119272e-001,-1.79095269550496e-003
9.12010839355921e+001	9.99995222904948e-001,-1.81169084710546e-003
9.22571427154775e+001	9.99995158218182e-001,-1.83266913155654e-003
9.33254300797003e+001	9.99995092024675e-001,-1.85389032933809e-003
9.44060876285936e+001	9.99995024289333e-001,-1.87535725312195e-003
9.54992586021448e+001	9.99994954976241e-001,-1.89707274814454e-003
9.66050878989826e+001	9.99994884048651e-001,-1.91903969258376e-003
9.77237220955824e+001	9.99994811468954e-001,-1.94126099794028e-003
9.88553094656952e+001	9.99994737198669e-001,-1.96373960942320e-003
1.00000000000001e+002	9.99994661198419e-001,-1.98647850634022e-003
1.01157945425991e+002	9.99994583427907e-001,-2.00948070249229e-003
1.02329299228077e+002	9.99994503845900e-001,-2.03274924657281e-003
1.03514216667936e+002	9.99994422410202e-001,-2.05628722257150e-003
1.04712854805091e+002	9.99994339077637e-001,-2.08009775018287e-003
1.05925372517730e+002	9.99994253804021e-001,-2.10418398521947e-003
1.07151930523762e+002	9.99994166544142e-001,-2.12854912002989e-003
1.08392691402122e+002	9.99994077251735e-001,-2.15319638392159e-003
1.09647819614320e+002	9.99993985879456e-001,-2.17812904358861e-003
1.10917481526242e+002	9.99993892378862e-001,-2.20335040354431e-003
1.12201845430198e+002	9.99993796700376e-001,-2.22886380655894e-003
1.13501081567233e+002	9.99993698793271e-001,-2.25467263410244e-003
1.14815362149690e+002	9.99993598605635e-001,-2.28078030679228e-003
1.16144861384036e+002	9.99993496084350e-001,-2.30719028484645e-003
1.17489755493955e+002	9.99993391175060e-001,-2.33390606854177e-003
1.18850222743704e+002	9.99993283822139e-001,-2.36093119867738e-003
1.20226443461743e+002	9.99993173968672e-001,-2.38826925704372e-003
1.21618600064639e+002	9.99993061556413e-001,-2.41592386689682e-003
1.23026877081240e+002	9.99992946525762e-001,-2.44389869343814e-003
1.24451461177140e+002	9.99992828815730e-001,-2.47219744429988e-003
1.25892541179419e+002	9.99992708363907e-001,-2.50082387003599e-003
1.27350308101668e+002	9.99992585106431e-001,-2.52978176461881e-003
1.28824955169315e+002	9.99992458977950e-001,-2.55907496594140e-003
1.30316677845232e+002	9.99992329911590e-001,-2.58870735632575e-003
1.31825673855643e+002	9.99992197838925e-001,-2.61868286303685e-003
1.33352143216334e+002	9.99992062689926e-001,-2.64900545880262e-003
1.34896288259167e+002	9.99991924392940e-001,-2.67967916233993e-003
1.36458313658895e+002	9.99991782874642e-001,-2.71070803888670e-003
1.38038426460291e+002	9.99991638060000e-001,-2.74209620074007e-003
1.39636836105596e+002	9.99991489872235e-001,-2.77384780780082e-003
1.41253754462278e+002	9.99991338232777e-001,-2.80596706812414e-003
1.42889395851113e+002	9.99991183061230e-001,-2.83845823847665e-003
1.44543977074595e+002	9.99991024275323e-001,-2.87132562489994e-003
1.46217717445674e+002	9.99990861790867e-001,-2.90457358328055e-003
1.47910838816823e+002	9.99990695521715e-001,-2.93820651992660e-003
1.49623565609446e+002	9.99990525379714e-001,-2.97222889215102e-003
1.51356124843623e+002	9.99990351274656e-001,-3.00664520886151e-003
1.53108746168206e+002	9.99990173114231e-001,-3.04146003115739e-003
1.54881661891251e+002	9.99989990803981e-001,-3.07667797293319e-003
1.56675107010818e+002	9.99989804247247e-001,-3.11230370148940e-003
1.58489319246114e+002	9.99989613345120e-001,-3.14834193815008e-003
1.60324539069007e+002	9.99989417996385e-001,-3.18479745888771e-003
1.62181009735896e+002	9.99989218097472e-001,-3.22167509495521e-003
1.64058977319957e+002	9.99989013542395e-001,-3.25897973352528e-003
1.65958690743759e+002	9.99988804222704e-001,-3.29671631833706e-003
1.67880401812259e+002	9.99988590027420e-001,-3.33488985035032e-003
1.69824365246177e+002	9.99988370842979e-001,-3.37350538840713e-003
1.71790838715762e+002	9.99988146553176e-001,-3.41256804990121e-003
1.73780082874941e+002	9.99987917039093e-001,-3.45208301145494e-003
1.75792361395872e+002	9.99987682179048e-001,-3.49205550960429e-003
1.77827941003895e+002	9.99987441848522e-001,-3.53249084149147e-003
1.79887091512882e+002	9.99987195920097e-001,-3.57339436556575e-003
1.81970085861002e+002	9.99986944263384e-001,-3.61477150229224e-003
1.84077200146899e+002	9.99986686744964e-001,-3.65662773486885e-003
1.86208713666290e+002	9.99986423228303e-001,-3.69896860995158e-003
1.88364908948983e+002	9.99986153573691e-001,-3.74179973838808e-003
1.90546071796328e+002	9.99985877638165e-001,-3.78512679595976e-003
1.92752491319097e+002	9.99985595275430e-001,-3.82895552413231e-003
1.94984459975808e+002	9.99985306335783e-001,-3.87329173081503e-003
1.97242273611489e+002	9.99985010666038e-001,-3.91814129112878e-003
1.99526231496892e+002	9.99984708109436e-001,-3.96351014818281e-003
2.01836636368160e+002	9.99984398505573e-001,-4.00940431386060e-003
2.04173794466957e+002	9.99984081690303e-001,-4.05582986961460e-003
2.06538015581057e+002	9.99983757495662e-001,-4.10279296727029e-003
2.08929613085408e+002	9.99983425749771e-001,-4.15029982983939e-003
2.11348903983668e+002	9.99983086276750e-001,-4.19835675234242e-003
2.13796208950227e+002	9.99982738896620e-001,-4.24697010264079e-003
2.16271852372706e+002	9.99982383425214e-001,-4.29614632227841e-003
2.18776162394959e+002	9.99982019674070e-001,-4.34589192733302e-003
2.21309470960568e+002	9.99981647450343e-001,-4.39621350927730e-003
2.23872113856838e+002	9.99981266556694e-001,-4.44711773584983e-003
2.26464430759310e+002	9.99980876791187e-001,-4.49861135193614e-003
2.29086765276782e+002	9.99980477947183e-001,-4.55070118045987e-003
2.31739464996852e+002	9.99980069813232e-001,-4.60339412328412e-003
2.34422881531997e+002	9.99979652172959e-001,-4.65669716212326e-003
2.37137370566170e+002	9.99979224804949e-001,-4.71061735946507e-003
2.39883291901954e+002	9.99978787482630e-001,-4.76516185950363e-003
2.42661009508246e+002	9.99978339974154e-001,-4.82033788908282e-003
2.45470891568508e+002	9.99977882042274e-001,-4.87615275865070e-003
2.48313310529562e+002	9.99977413444217e-001,-4.93261386322482e-003
2.51188643150963e+002	9.99976933931555e-001,-4.98972868336862e-003
2.54097270554935e+002	9.99976443250075e-001,-5.04750478617908e-003
2.57039578276891e+002	9.99975941139645e-001,-5.10594982628562e-003
2.60015956316532e+002	9.99975427334073e-001,-5.16507154686050e-003
2.63026799189543e+002	9.99974901560968e-001,-5.22487778064085e-003
2.66072505979886e+002	9.99974363541596e-001,-5.28537645096236e-003
2.69153480392697e+002	9.99973812990732e-001,-5.34657557280480e-003
2.72270130807797e+002	9.99973249616506e-001,-5.40848325384962e-003
2.75422870333822e+002	9.99972673120254e-001,-5.47110769554959e-003
2.78612116862983e+002	9.99972083196354e-001,-5.53445719421069e-003
2.81838293126451e+002	9.99971479532070e-001,-5.59854014208645e-003
2.85101826750397e+002	9.99970861807378e-001,-5.66336502848475e-003
2.88403150312666e+002	9.99970229694805e-001,-5.72894044088733e-003
2.91742701400123e+002	9.99969582859251e-001,-5.79527506608214e-003
2.95120922666645e+002	9.99968920957812e-001,-5.86237769130856e-003
2.98538261891802e+002	9.99968243639598e-001,-5.93025720541579e-003
3.01995172040208e+002	9.99967550545549e-001,-5.99892260003443e-003
3.05492111321558e+002	9.99966841308242e-001,-6.06838297076155e-003
3.09029543251365e+002	9.99966115551697e-001,-6.13864751835914e-003
3.12607936712402e+002	9.99965372891182e-001,-6.20972554996644e-003
3.16227766016844e+002	9.99964612933001e-001,-6.28162648032594e-003
3.19889510969146e+002	9.99963835274296e-001,-6.35435983302349e-003
3.23593656929635e+002	9.99963039502821e-001,-6.42793524174251e-003
3.27340694878845e+002	9.99962225196734e-001,-6.50236245153256e-003
3.31131121482598e+002	9.99961391924369e-001,-6.57765132009227e-003
3.34965439157835e+002	9.99960539244009e-001,-6.65381181906704e-003
3.38844156139210e+002	9.99959666703649e-001,-6.73085403536141e-003
3.42767786546458e+002	9.99958773840760e-001,-6.80878817246643e-003
3.46736850452539e+002	9.99957860182045e-001,-6.88762455180215e-003
3.50751873952575e+002	9.99956925243179e-001,-6.96737361407534e-003
3.54813389233583e+002	9.99955968528567e-001,-7.04804592065278e-003
3.58921934645013e+002	9.99954989531069e-001,-7.12965215494998e-003
3.63078054770109e+002	9.99953987731738e-001,-7.21220312383587e-003
3.67282300498093e+002	9.99952962599542e-001,-7.29570975905334e-003
3.71535229097181e+002	9.99951913591086e-001,-7.38018311865595e-003
3.75837404288452e+002	9.99950840150321e-001,-7.46563438846096e-003
3.80189396320569e+002	9.99949741708250e-001,-7.55207488351882e-003
3.84591782045362e+002	9.99948617682628e-001,-7.63951604959940e-003
3.89045144994289e+002	9.99947467477655e-001,-7.72796946469492e-003
3.93550075455786e+002	9.99946290483654e-001,-7.81744684054008e-003
3.98107170553506e+002	9.99945086076757e-001,-7.90796002414931e-003
4.02717034325468e+002	9.99943853618568e-001,-7.99952099937143e-003
4.07380277804122e+002	9.99942592455828e-001,-8.09214188846190e-003
4.12097519097339e+002	9.99941301920066e-001,-8.18583495367289e-003
4.16869383470345e+002	9.99939981327249e-001,-8.28061259886122e-003
4.21696503428592e+002	9.99938629977419e-001,-8.37648737111461e-003
4.26579518801602e+002	9.99937247154318e-001,-8.47347196239612e-003
4.31519076827775e+002	9.99935832125016e-001,-8.57157921120724e-003
4.36515832240176e+002	9.99934384139518e-001,-8.67082210426973e-003
4.41570447353323e+002	9.99932902430366e-001,-8.77121377822635e-003
4.46683592150973e+002	9.99931386212237e-001,-8.87276752136077e-003
4.51855944374933e+002	9.99929834681522e-001,-8.97549677533687e-003
4.57088189614886e+002	9.99928247015908e-001,-9.07941513695751e-003
4.62381021399271e+002	9.99926622373934e-001,-9.18453635994312e-003
4.67735141287209e+002	9.99924959894551e-001,-9.29087435673027e-003
4.73151258961492e+002	9.99923258696667e-001,-9.39844320029033e-003
4.78630092322650e+002	9.99921517878676e-001,-9.50725712596866e-003
4.84172367584111e+002	9.99919736517983e-001,-9.61733053334423e-003
4.89778819368458e+002	9.99917913670520e-001,-9.72867798811023e-003
4.95450190804802e+002	9.99916048370238e-001,-9.84131422397558e-003
5.01187233627284e+002	9.99914139628603e-001,-9.95525414458770e-003
5.06990708274716e+002	9.99912186434069e-001,-1.00705128254769e-002
5.12861383991377e+002	9.99910187751544e-001,-1.01871055160222e-002
5.18800038928974e+002	9.99908142521841e-001,-1.03050476414392e-002
5.24807460249785e+002	9.99906049661121e-001,-1.04243548047903e-002
5.30884444231001e+002	9.99903908060315e-001,-1.05450427890168e-002
5.37031796370266e+002	9.99901716584539e-001,-1.06671275589939e-002
5.43250331492446e+002	9.99899474072497e-001,-1.07906252636085e-002
5.49540873857638e+002	9.99897179335861e-001,-1.09155522378602e-002
5.55904257270417e+002	9.99894831158644e-001,-1.10419250049849e-002
5.62341325190363e+002	9.99892428296561e-001,-1.11697602786028e-002
5.68852930843855e+002	9.99889969476366e-001,-1.12990749648897e-002
5.75439937337171e+002	9.99887453395180e-001,-1.14298861647720e-002
5.82103217770886e+002	9.99884878719801e-001,-1.15622111761464e-002
5.88843655355603e+002	9.99882244086002e-001,-1.16960674961242e-002
5.95662143529025e+002	9.99879548097808e-001,-1.18314728232991e-002
6.02559586074373e+002	9.99876789326754e-001,-1.19684450600419e-002
6.09536897240184e+002	9.99873966311137e-001,-1.21070023148182e-002
6.16595001861497e+002	9.99871077555239e-001,-1.22471629045333e-002
6.23734835482435e+002	9.99868121528532e-001,-1.23889453569018e-002
6.30957344480209e+002	9.99865096664879e-001,-1.25323684128432e-002
6.38263486190565e+002	9.99862001361698e-001,-1.26774510289042e-002
6.45654229034672e+002	9.99858833979120e-001,-1.28242123797063e-002
6.53130552647489e+002	9.99855592839114e-001,-1.29726718604216e-002
6.60693448007613e+002	9.99852276224612e-001,-1.31228490892740e-002
6.68343917568631e+002	9.99848882378593e-001,-1.32747639100683e-002
6.76082975391999e+002	9.99845409503157e-001,-1.34284363947467e-002
6.83911647281447e+002	9.99841855758575e-001,-1.35838868459729e-002
6.91830970918954e+002	9.99838219262320e-001,-1.37411357997437e-002
6.99841996002291e+002	9.99834498088064e-001,-1.39002040280292e-002
7.07945784384156e+002	9.99830690264672e-001,-1.40611125414416e-002
7.16143410212920e+002	9.99826793775152e-001,-1.42238825919318e-002
7.24435960075009e+002	9.99822806555592e-001,-1.43885356755156e-002
7.32824533138923e+002	9.99818726494074e-001,-1.45550935350292e-002
7.41310241300937e+002	9.99814551429553e-001,-1.47235781629133e-002
7.49894209332475e+002	9.99810279150717e-001,-1.48940118040277e-002
7.58577575029203e+002	9.99805907394826e-001,-1.50664169584956e-002
7.67361489361839e+002	9.99801433846508e-001,-1.52408163845776e-002
7.76247116628712e+002	9.99796856136544e-001,-1.54172331015767e-002
7.85235634610092e+002	9.99792171840612e-001,-1.55956903927739e-002
7.94328234724302e+002	9.99787378478017e-001,-1.57762118083945e-002
8.03526122185638e+002	9.99782473510367e-001,-1.59588211686053e-002
8.12830516164120e+002	9.99777454340250e-001,-1.61435425665446e-002
8.22242649947093e+002	9.99772318309852e-001,-1.63304003713817e-002
8.31763771102693e+002	9.99767062699559e-001,-1.65194192314106e-002
8.41395141645217e+002	9.99761684726525e-001,-1.67106240771740e-002
8.51138038202399e+002	9.99756181543199e-001,-1.69040401246211e-002
8.60993752184624e+002	9.99750550235831e-001,-1.70996928782972e-002
8.70963589956104e+002	9.99744787822927e-001,-1.72976081345665e-002
8.81048873008038e+002	9.99738891253684e-001,-1.74978119848684e-002
8.91250938133769e+002	9.99732857406381e-001,-1.77003308190063e-002
9.01571137605981e+002	9.99726683086729e-001,-1.79051913284710e-002
9.12010839355934e+002	9.99720365026193e-001,-1.81124205097972e-002
9.22571427154788e+002	9.99713899880271e-001,-1.83220456679547e-002
9.33254300797016e+002	9.99707284226725e-001,-1.85340944197735e-002
9.44060876285949e+002	9.99700514563786e-001,-1.87485946974034e-002
9.54992586021462e+002	9.99693587308304e-001,-1.89655747518086e-002
9.66050878989840e+002	9.99686498793867e-001,-1.91850631562974e-002
9.77237220955838e+002	9.99679245268867e-001,-1.94070888100864e-002
9.88553094656966e+002	9.99671822894525e-001,-1.96316809419009e-002
1.00000000000003e+003	9.99664227742874e-001,-1.98588691136107e-002
1.01157945425993e+003	9.99656455794689e-001,-2.00886832239010e-002
1.02329299228078e+003	9.99648502937373e-001,-2.03211535119805e-002
1.03514216667937e+003	9.99640364962797e-001,-2.05563105613244e-002
1.04712854805093e+003	9.99632037565081e-001,-2.07941853034550e-002
1.05925372517732e+003	9.99623516338335e-001,-2.10348090217579e-002
1.07151930523764e+003	9.99614796774344e-001,-2.12782133553351e-002
1.08392691402123e+003	9.99605874260190e-001,-2.15244303028958e-002
1.09647819614322e+003	9.99596744075840e-001,-2.17734922266826e-002
1.10917481526243e+003	9.99587401391654e-001,-2.20254318564368e-002
1.12201845430200e+003	9.99577841265860e-001,-2.22802822933994e-002
